start
start
start
RANK=2 LOCAL_RANK=2 WORLD=3
RANK=1 LOCAL_RANK=1 WORLD=3
RANK=0 LOCAL_RANK=0 WORLD=3
total desired batch size : 491520
calculated gradient accumulation steps : 10
found 99 shards for split train
found 1 shards for split val
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
validation loss : 10.9824
HellaSwag accuracy : 2435/10042=0.2425
step : 0 | loss : 10.981745 | tok/sec : 8204.954470215296 | lr : 7.874016e-07 | dt : 59.91s
step : 4280 | loss : 3.321392 | tok/sec : 106773.78008784355 | lr : 5.581295e-04 | dt : 4.60s
step : 4281 | loss : 3.304942 | tok/sec : 106710.60914643596 | lr : 5.581063e-04 | dt : 4.61s
step : 4282 | loss : 3.426083 | tok/sec : 106314.4269033243 | lr : 5.580831e-04 | dt : 4.62s
step : 4283 | loss : 3.422635 | tok/sec : 106193.57532630976 | lr : 5.580599e-04 | dt : 4.63s
step : 4284 | loss : 3.450448 | tok/sec : 106672.58789999937 | lr : 5.580367e-04 | dt : 4.61s
step : 4285 | loss : 3.427756 | tok/sec : 106621.94238357918 | lr : 5.580136e-04 | dt : 4.61s
step : 4286 | loss : 3.421595 | tok/sec : 107116.64497472275 | lr : 5.579904e-04 | dt : 4.59s
step : 4287 | loss : 3.443575 | tok/sec : 106579.46595092033 | lr : 5.579671e-04 | dt : 4.61s
step : 4288 | loss : 3.386311 | tok/sec : 106621.69423969014 | lr : 5.579439e-04 | dt : 4.61s
step : 4289 | loss : 3.371336 | tok/sec : 106856.49606919975 | lr : 5.579207e-04 | dt : 4.60s
step : 4290 | loss : 3.395779 | tok/sec : 106711.04550446017 | lr : 5.578975e-04 | dt : 4.61s
step : 4291 | loss : 3.454352 | tok/sec : 107015.45211284194 | lr : 5.578743e-04 | dt : 4.59s
step : 4292 | loss : 3.389589 | tok/sec : 106743.71620701521 | lr : 5.578510e-04 | dt : 4.60s
step : 4293 | loss : 3.459398 | tok/sec : 106564.08445009547 | lr : 5.578278e-04 | dt : 4.61s
step : 4294 | loss : 3.465599 | tok/sec : 106134.61850141885 | lr : 5.578045e-04 | dt : 4.63s
step : 4295 | loss : 3.429886 | tok/sec : 107132.05836829296 | lr : 5.577813e-04 | dt : 4.59s
step : 4296 | loss : 3.407241 | tok/sec : 107374.04818243977 | lr : 5.577580e-04 | dt : 4.58s
step : 4297 | loss : 3.415969 | tok/sec : 106726.20978155025 | lr : 5.577348e-04 | dt : 4.61s
step : 4298 | loss : 3.400308 | tok/sec : 106664.25401352147 | lr : 5.577115e-04 | dt : 4.61s
step : 4299 | loss : 3.374723 | tok/sec : 107119.56700004266 | lr : 5.576882e-04 | dt : 4.59s
step : 4300 | loss : 3.422298 | tok/sec : 107313.56700238849 | lr : 5.576649e-04 | dt : 4.58s
step : 4301 | loss : 3.394403 | tok/sec : 106809.493956638 | lr : 5.576416e-04 | dt : 4.60s
step : 4302 | loss : 3.416210 | tok/sec : 106850.21565498188 | lr : 5.576183e-04 | dt : 4.60s
step : 4303 | loss : 3.457193 | tok/sec : 107200.5119872207 | lr : 5.575950e-04 | dt : 4.59s
step : 4304 | loss : 3.382517 | tok/sec : 107072.18307696095 | lr : 5.575717e-04 | dt : 4.59s
step : 4305 | loss : 3.372427 | tok/sec : 106886.97265075645 | lr : 5.575484e-04 | dt : 4.60s
step : 4306 | loss : 3.423766 | tok/sec : 107253.41617061498 | lr : 5.575251e-04 | dt : 4.58s
step : 4307 | loss : 3.415109 | tok/sec : 106351.44706235938 | lr : 5.575018e-04 | dt : 4.62s
step : 4308 | loss : 3.406606 | tok/sec : 106547.20957369318 | lr : 5.574785e-04 | dt : 4.61s
step : 4309 | loss : 3.377676 | tok/sec : 106535.43777634003 | lr : 5.574551e-04 | dt : 4.61s
step : 4310 | loss : 3.353309 | tok/sec : 106649.46595090549 | lr : 5.574318e-04 | dt : 4.61s
step : 4311 | loss : 3.314847 | tok/sec : 106898.2790563075 | lr : 5.574084e-04 | dt : 4.60s
step : 4312 | loss : 3.372736 | tok/sec : 107114.09598568476 | lr : 5.573851e-04 | dt : 4.59s
step : 4313 | loss : 3.460042 | tok/sec : 106603.61041709704 | lr : 5.573617e-04 | dt : 4.61s
step : 4314 | loss : 3.395274 | tok/sec : 106920.37779028603 | lr : 5.573384e-04 | dt : 4.60s
step : 4315 | loss : 3.379041 | tok/sec : 107024.81327516488 | lr : 5.573150e-04 | dt : 4.59s
step : 4316 | loss : 3.387181 | tok/sec : 106955.8235819361 | lr : 5.572916e-04 | dt : 4.60s
step : 4317 | loss : 3.307096 | tok/sec : 106550.77245918584 | lr : 5.572682e-04 | dt : 4.61s
step : 4318 | loss : 3.345023 | tok/sec : 106050.02085059287 | lr : 5.572448e-04 | dt : 4.63s
step : 4319 | loss : 3.297802 | tok/sec : 106646.60261717597 | lr : 5.572214e-04 | dt : 4.61s
step : 4320 | loss : 3.279202 | tok/sec : 106483.88285671326 | lr : 5.571980e-04 | dt : 4.62s
step : 4321 | loss : 3.187447 | tok/sec : 106466.70896998148 | lr : 5.571746e-04 | dt : 4.62s
step : 4322 | loss : 3.128852 | tok/sec : 106108.16280315442 | lr : 5.571512e-04 | dt : 4.63s
step : 4323 | loss : 3.177691 | tok/sec : 106231.1682271163 | lr : 5.571278e-04 | dt : 4.63s
step : 4324 | loss : 3.206833 | tok/sec : 106802.13459181495 | lr : 5.571044e-04 | dt : 4.60s
step : 4325 | loss : 3.234332 | tok/sec : 106418.19230578635 | lr : 5.570810e-04 | dt : 4.62s
step : 4326 | loss : 3.262106 | tok/sec : 106551.46634095933 | lr : 5.570575e-04 | dt : 4.61s
step : 4327 | loss : 3.246596 | tok/sec : 106602.99302902332 | lr : 5.570341e-04 | dt : 4.61s
step : 4328 | loss : 3.231755 | tok/sec : 106813.9930753789 | lr : 5.570106e-04 | dt : 4.60s
step : 4329 | loss : 3.250826 | tok/sec : 107020.73527376514 | lr : 5.569872e-04 | dt : 4.59s
step : 4330 | loss : 3.263582 | tok/sec : 106509.2331219992 | lr : 5.569637e-04 | dt : 4.61s
step : 4331 | loss : 3.274511 | tok/sec : 106945.43148110279 | lr : 5.569403e-04 | dt : 4.60s
step : 4332 | loss : 3.413209 | tok/sec : 106473.80221896482 | lr : 5.569168e-04 | dt : 4.62s
step : 4333 | loss : 3.449802 | tok/sec : 105854.5249164379 | lr : 5.568933e-04 | dt : 4.64s
step : 4334 | loss : 3.461343 | tok/sec : 106831.08543354624 | lr : 5.568698e-04 | dt : 4.60s
step : 4335 | loss : 3.438033 | tok/sec : 106678.36167365425 | lr : 5.568463e-04 | dt : 4.61s
step : 4336 | loss : 3.442198 | tok/sec : 107222.46261539921 | lr : 5.568229e-04 | dt : 4.58s
step : 4337 | loss : 3.481388 | tok/sec : 106951.85625760279 | lr : 5.567994e-04 | dt : 4.60s
step : 4338 | loss : 3.395964 | tok/sec : 106747.90578027535 | lr : 5.567758e-04 | dt : 4.60s
step : 4339 | loss : 3.409885 | tok/sec : 106478.06962094943 | lr : 5.567523e-04 | dt : 4.62s
step : 4340 | loss : 3.413839 | tok/sec : 106831.096505499 | lr : 5.567288e-04 | dt : 4.60s
step : 4341 | loss : 3.405916 | tok/sec : 108755.55926189145 | lr : 5.567053e-04 | dt : 4.52s
step : 4342 | loss : 3.415648 | tok/sec : 109292.96846224958 | lr : 5.566818e-04 | dt : 4.50s
step : 4343 | loss : 3.418796 | tok/sec : 109346.07948039638 | lr : 5.566582e-04 | dt : 4.50s
step : 4344 | loss : 3.444329 | tok/sec : 109727.13800054406 | lr : 5.566347e-04 | dt : 4.48s
step : 4345 | loss : 3.385682 | tok/sec : 109325.32630300093 | lr : 5.566111e-04 | dt : 4.50s
step : 4346 | loss : 3.380167 | tok/sec : 109798.29427242764 | lr : 5.565876e-04 | dt : 4.48s
step : 4347 | loss : 3.431247 | tok/sec : 109696.33964322665 | lr : 5.565640e-04 | dt : 4.48s
step : 4348 | loss : 3.411004 | tok/sec : 109838.19638937745 | lr : 5.565405e-04 | dt : 4.47s
step : 4349 | loss : 3.393293 | tok/sec : 109120.22535594155 | lr : 5.565169e-04 | dt : 4.50s
step : 4350 | loss : 3.480116 | tok/sec : 109227.11805742097 | lr : 5.564933e-04 | dt : 4.50s
step : 4351 | loss : 3.338609 | tok/sec : 109323.4305546467 | lr : 5.564698e-04 | dt : 4.50s
step : 4352 | loss : 3.394332 | tok/sec : 109556.33343789872 | lr : 5.564462e-04 | dt : 4.49s
step : 4353 | loss : 3.415188 | tok/sec : 109256.09589001893 | lr : 5.564226e-04 | dt : 4.50s
step : 4354 | loss : 3.390652 | tok/sec : 109432.71435009499 | lr : 5.563990e-04 | dt : 4.49s
step : 4355 | loss : 3.389323 | tok/sec : 108467.91751640251 | lr : 5.563754e-04 | dt : 4.53s
step : 4356 | loss : 3.415370 | tok/sec : 108755.28961301528 | lr : 5.563518e-04 | dt : 4.52s
step : 4357 | loss : 3.371658 | tok/sec : 109139.53715081805 | lr : 5.563281e-04 | dt : 4.50s
step : 4358 | loss : 3.394352 | tok/sec : 109462.13848467694 | lr : 5.563045e-04 | dt : 4.49s
step : 4359 | loss : 3.320403 | tok/sec : 109280.26934801864 | lr : 5.562809e-04 | dt : 4.50s
step : 4360 | loss : 3.388768 | tok/sec : 109354.21126083247 | lr : 5.562573e-04 | dt : 4.49s
step : 4361 | loss : 3.370356 | tok/sec : 109912.37982800309 | lr : 5.562336e-04 | dt : 4.47s
step : 4362 | loss : 3.356684 | tok/sec : 109630.00824624313 | lr : 5.562100e-04 | dt : 4.48s
step : 4363 | loss : 3.371703 | tok/sec : 109223.12511483456 | lr : 5.561863e-04 | dt : 4.50s
step : 4364 | loss : 3.363261 | tok/sec : 109309.46665471196 | lr : 5.561627e-04 | dt : 4.50s
step : 4365 | loss : 3.375360 | tok/sec : 109088.83156378359 | lr : 5.561390e-04 | dt : 4.51s
step : 4366 | loss : 3.364945 | tok/sec : 109297.00707461756 | lr : 5.561153e-04 | dt : 4.50s
step : 4367 | loss : 3.320452 | tok/sec : 109351.18345232843 | lr : 5.560917e-04 | dt : 4.49s
step : 4368 | loss : 3.289242 | tok/sec : 109430.13526317416 | lr : 5.560680e-04 | dt : 4.49s
step : 4369 | loss : 3.266565 | tok/sec : 109522.79139468158 | lr : 5.560443e-04 | dt : 4.49s
step : 4370 | loss : 3.242245 | tok/sec : 109852.04986413059 | lr : 5.560206e-04 | dt : 4.47s
step : 4371 | loss : 3.236278 | tok/sec : 109309.65212107993 | lr : 5.559969e-04 | dt : 4.50s
step : 4372 | loss : 3.220706 | tok/sec : 109572.10174401995 | lr : 5.559732e-04 | dt : 4.49s
step : 4373 | loss : 3.223583 | tok/sec : 109545.96539711193 | lr : 5.559495e-04 | dt : 4.49s
step : 4374 | loss : 3.245571 | tok/sec : 109199.6652413643 | lr : 5.559258e-04 | dt : 4.50s
step : 4375 | loss : 3.213742 | tok/sec : 109565.64364300248 | lr : 5.559021e-04 | dt : 4.49s
step : 4376 | loss : 3.160721 | tok/sec : 109803.52242539378 | lr : 5.558783e-04 | dt : 4.48s
step : 4377 | loss : 3.161257 | tok/sec : 109051.28898906845 | lr : 5.558546e-04 | dt : 4.51s
step : 4378 | loss : 3.233219 | tok/sec : 109459.29067121101 | lr : 5.558309e-04 | dt : 4.49s
step : 4379 | loss : 3.232377 | tok/sec : 109211.11332614577 | lr : 5.558071e-04 | dt : 4.50s
step : 4380 | loss : 3.208695 | tok/sec : 109247.63712720404 | lr : 5.557834e-04 | dt : 4.50s
step : 4381 | loss : 3.346382 | tok/sec : 109477.32738829109 | lr : 5.557596e-04 | dt : 4.49s
step : 4382 | loss : 3.398811 | tok/sec : 108760.64268026754 | lr : 5.557359e-04 | dt : 4.52s
step : 4383 | loss : 3.427506 | tok/sec : 109083.0825158213 | lr : 5.557121e-04 | dt : 4.51s
step : 4384 | loss : 3.374111 | tok/sec : 109162.21398074884 | lr : 5.556883e-04 | dt : 4.50s
step : 4385 | loss : 3.394861 | tok/sec : 108959.44010403866 | lr : 5.556645e-04 | dt : 4.51s
step : 4386 | loss : 3.387060 | tok/sec : 109538.47438458659 | lr : 5.556408e-04 | dt : 4.49s
step : 4387 | loss : 3.433580 | tok/sec : 109023.73421190407 | lr : 5.556170e-04 | dt : 4.51s
step : 4388 | loss : 3.429638 | tok/sec : 109031.59899421074 | lr : 5.555932e-04 | dt : 4.51s
step : 4389 | loss : 3.401650 | tok/sec : 108859.70920676278 | lr : 5.555694e-04 | dt : 4.52s
step : 4390 | loss : 3.453039 | tok/sec : 109374.54020165687 | lr : 5.555456e-04 | dt : 4.49s
step : 4391 | loss : 3.411950 | tok/sec : 109319.28564584322 | lr : 5.555217e-04 | dt : 4.50s
step : 4392 | loss : 3.382203 | tok/sec : 109187.16706717096 | lr : 5.554979e-04 | dt : 4.50s
step : 4393 | loss : 3.347313 | tok/sec : 108868.44719966844 | lr : 5.554741e-04 | dt : 4.51s
step : 4394 | loss : 3.394856 | tok/sec : 109334.64947174935 | lr : 5.554503e-04 | dt : 4.50s
step : 4395 | loss : 3.401946 | tok/sec : 109197.64660118148 | lr : 5.554264e-04 | dt : 4.50s
step : 4396 | loss : 3.440160 | tok/sec : 109320.88560136569 | lr : 5.554026e-04 | dt : 4.50s
step : 4397 | loss : 3.327955 | tok/sec : 109717.03540141621 | lr : 5.553787e-04 | dt : 4.48s
step : 4398 | loss : 3.398834 | tok/sec : 109295.00801110516 | lr : 5.553549e-04 | dt : 4.50s
step : 4399 | loss : 3.404325 | tok/sec : 109496.70182651513 | lr : 5.553310e-04 | dt : 4.49s
step : 4400 | loss : 3.415203 | tok/sec : 109535.01733972292 | lr : 5.553072e-04 | dt : 4.49s
step : 4401 | loss : 3.430037 | tok/sec : 109391.1036636111 | lr : 5.552833e-04 | dt : 4.49s
step : 4402 | loss : 3.393376 | tok/sec : 109279.3019726135 | lr : 5.552594e-04 | dt : 4.50s
step : 4403 | loss : 3.351437 | tok/sec : 108891.78221435471 | lr : 5.552355e-04 | dt : 4.51s
step : 4404 | loss : 3.439421 | tok/sec : 109699.64927239621 | lr : 5.552116e-04 | dt : 4.48s
step : 4405 | loss : 3.439995 | tok/sec : 108108.16930195446 | lr : 5.551877e-04 | dt : 4.55s
step : 4406 | loss : 3.350418 | tok/sec : 108810.24528251795 | lr : 5.551638e-04 | dt : 4.52s
step : 4407 | loss : 3.359806 | tok/sec : 109091.55045112525 | lr : 5.551399e-04 | dt : 4.51s
step : 4408 | loss : 3.379842 | tok/sec : 112617.85139170362 | lr : 5.551160e-04 | dt : 4.36s
step : 4409 | loss : 3.335044 | tok/sec : 111041.90819453078 | lr : 5.550921e-04 | dt : 4.43s
step : 4410 | loss : 3.332848 | tok/sec : 110864.19893069225 | lr : 5.550682e-04 | dt : 4.43s
step : 4411 | loss : 3.374402 | tok/sec : 110952.0508730006 | lr : 5.550443e-04 | dt : 4.43s
step : 4412 | loss : 3.348887 | tok/sec : 111270.01210831616 | lr : 5.550203e-04 | dt : 4.42s
step : 4413 | loss : 3.379174 | tok/sec : 111046.47187385723 | lr : 5.549964e-04 | dt : 4.43s
step : 4414 | loss : 3.382045 | tok/sec : 110864.59241464447 | lr : 5.549724e-04 | dt : 4.43s
step : 4415 | loss : 3.362503 | tok/sec : 111025.34931594972 | lr : 5.549485e-04 | dt : 4.43s
step : 4416 | loss : 3.369943 | tok/sec : 111040.43689164556 | lr : 5.549245e-04 | dt : 4.43s
step : 4417 | loss : 3.292862 | tok/sec : 110548.62651455212 | lr : 5.549006e-04 | dt : 4.45s
step : 4418 | loss : 3.243841 | tok/sec : 110588.95137798713 | lr : 5.548766e-04 | dt : 4.44s
step : 4419 | loss : 3.212264 | tok/sec : 111158.61208551773 | lr : 5.548526e-04 | dt : 4.42s
step : 4420 | loss : 3.240141 | tok/sec : 110937.26788099487 | lr : 5.548286e-04 | dt : 4.43s
step : 4421 | loss : 3.158878 | tok/sec : 111583.13908774244 | lr : 5.548046e-04 | dt : 4.40s
step : 4422 | loss : 3.261545 | tok/sec : 110996.05298131336 | lr : 5.547807e-04 | dt : 4.43s
step : 4423 | loss : 3.190928 | tok/sec : 111583.1511666065 | lr : 5.547567e-04 | dt : 4.40s
step : 4424 | loss : 3.261559 | tok/sec : 111663.42461916692 | lr : 5.547326e-04 | dt : 4.40s
step : 4425 | loss : 3.144428 | tok/sec : 110961.67745881615 | lr : 5.547086e-04 | dt : 4.43s
step : 4426 | loss : 3.245074 | tok/sec : 111266.08459568265 | lr : 5.546846e-04 | dt : 4.42s
step : 4427 | loss : 3.183827 | tok/sec : 111516.9620332592 | lr : 5.546606e-04 | dt : 4.41s
step : 4428 | loss : 3.237715 | tok/sec : 110262.92163239572 | lr : 5.546366e-04 | dt : 4.46s
step : 4429 | loss : 3.245695 | tok/sec : 111313.68983502167 | lr : 5.546125e-04 | dt : 4.42s
step : 4430 | loss : 3.216768 | tok/sec : 106951.84516060486 | lr : 5.545885e-04 | dt : 4.60s
step : 4431 | loss : 3.422882 | tok/sec : 105540.29877715459 | lr : 5.545645e-04 | dt : 4.66s
step : 4432 | loss : 3.334873 | tok/sec : 105557.03994833933 | lr : 5.545404e-04 | dt : 4.66s
step : 4433 | loss : 3.426250 | tok/sec : 106038.42955766578 | lr : 5.545163e-04 | dt : 4.64s
step : 4434 | loss : 3.408250 | tok/sec : 105612.9760114917 | lr : 5.544923e-04 | dt : 4.65s
step : 4435 | loss : 3.388390 | tok/sec : 107495.83745479454 | lr : 5.544682e-04 | dt : 4.57s
step : 4436 | loss : 3.430038 | tok/sec : 105212.96561047001 | lr : 5.544441e-04 | dt : 4.67s
step : 4437 | loss : 3.447878 | tok/sec : 105996.82542232082 | lr : 5.544201e-04 | dt : 4.64s
step : 4438 | loss : 3.400053 | tok/sec : 105193.3757916543 | lr : 5.543960e-04 | dt : 4.67s
step : 4439 | loss : 3.391834 | tok/sec : 105194.48151752666 | lr : 5.543719e-04 | dt : 4.67s
step : 4440 | loss : 3.405205 | tok/sec : 105750.80835043795 | lr : 5.543478e-04 | dt : 4.65s
step : 4441 | loss : 3.450650 | tok/sec : 106263.33756943238 | lr : 5.543237e-04 | dt : 4.63s
step : 4442 | loss : 3.422882 | tok/sec : 106047.88786245522 | lr : 5.542996e-04 | dt : 4.63s
step : 4443 | loss : 3.381034 | tok/sec : 105268.5428881433 | lr : 5.542755e-04 | dt : 4.67s
step : 4444 | loss : 3.371267 | tok/sec : 105565.00710889675 | lr : 5.542513e-04 | dt : 4.66s
step : 4445 | loss : 3.397844 | tok/sec : 105432.07417245854 | lr : 5.542272e-04 | dt : 4.66s
step : 4446 | loss : 3.425905 | tok/sec : 105302.63818829048 | lr : 5.542031e-04 | dt : 4.67s
step : 4447 | loss : 3.426132 | tok/sec : 106511.70938077405 | lr : 5.541789e-04 | dt : 4.61s
step : 4448 | loss : 3.365006 | tok/sec : 105580.85311679193 | lr : 5.541548e-04 | dt : 4.66s
step : 4449 | loss : 3.417148 | tok/sec : 105482.78810691951 | lr : 5.541307e-04 | dt : 4.66s
step : 4450 | loss : 3.377387 | tok/sec : 106689.39209146956 | lr : 5.541065e-04 | dt : 4.61s
step : 4451 | loss : 3.330095 | tok/sec : 106258.45205058572 | lr : 5.540823e-04 | dt : 4.63s
step : 4452 | loss : 3.349024 | tok/sec : 105234.53949252737 | lr : 5.540582e-04 | dt : 4.67s
step : 4453 | loss : 3.366777 | tok/sec : 106159.34899559546 | lr : 5.540340e-04 | dt : 4.63s
step : 4454 | loss : 3.391745 | tok/sec : 105135.02539048555 | lr : 5.540098e-04 | dt : 4.68s
step : 4455 | loss : 3.401115 | tok/sec : 105504.39720558606 | lr : 5.539856e-04 | dt : 4.66s
step : 4456 | loss : 3.393841 | tok/sec : 105731.79860770018 | lr : 5.539614e-04 | dt : 4.65s
step : 4457 | loss : 3.395864 | tok/sec : 106190.22225994973 | lr : 5.539373e-04 | dt : 4.63s
step : 4458 | loss : 3.416730 | tok/sec : 105409.7832476932 | lr : 5.539131e-04 | dt : 4.66s
step : 4459 | loss : 3.380937 | tok/sec : 105815.73704281155 | lr : 5.538888e-04 | dt : 4.65s
step : 4460 | loss : 3.332156 | tok/sec : 106158.48528360613 | lr : 5.538646e-04 | dt : 4.63s
step : 4461 | loss : 3.328405 | tok/sec : 106027.18433451852 | lr : 5.538404e-04 | dt : 4.64s
step : 4462 | loss : 3.336775 | tok/sec : 105453.19860155799 | lr : 5.538162e-04 | dt : 4.66s
step : 4463 | loss : 3.351102 | tok/sec : 107027.63583413871 | lr : 5.537920e-04 | dt : 4.59s
step : 4464 | loss : 3.353503 | tok/sec : 108669.88971840916 | lr : 5.537677e-04 | dt : 4.52s
step : 4465 | loss : 3.363204 | tok/sec : 108817.99887898027 | lr : 5.537435e-04 | dt : 4.52s
step : 4466 | loss : 3.320347 | tok/sec : 108154.78959389393 | lr : 5.537192e-04 | dt : 4.54s
step : 4467 | loss : 3.306524 | tok/sec : 109250.51446488674 | lr : 5.536950e-04 | dt : 4.50s
step : 4468 | loss : 3.263215 | tok/sec : 109548.88757720184 | lr : 5.536707e-04 | dt : 4.49s
step : 4469 | loss : 3.175944 | tok/sec : 109805.3471328927 | lr : 5.536465e-04 | dt : 4.48s
step : 4470 | loss : 3.201993 | tok/sec : 109522.8088500586 | lr : 5.536222e-04 | dt : 4.49s
step : 4471 | loss : 3.216745 | tok/sec : 109917.56024664886 | lr : 5.535979e-04 | dt : 4.47s
step : 4472 | loss : 3.255146 | tok/sec : 88017.99029011063 | lr : 5.535736e-04 | dt : 5.58s
step : 4473 | loss : 3.230966 | tok/sec : 116832.12638639324 | lr : 5.535493e-04 | dt : 4.21s
step : 4474 | loss : 3.229346 | tok/sec : 106195.07962553896 | lr : 5.535251e-04 | dt : 4.63s
step : 4475 | loss : 3.176131 | tok/sec : 115582.48313722492 | lr : 5.535008e-04 | dt : 4.25s
step : 4476 | loss : 3.216449 | tok/sec : 116112.3830710506 | lr : 5.534764e-04 | dt : 4.23s
step : 4477 | loss : 3.136211 | tok/sec : 115760.48706023062 | lr : 5.534521e-04 | dt : 4.25s
step : 4478 | loss : 3.258806 | tok/sec : 115343.18928025269 | lr : 5.534278e-04 | dt : 4.26s
step : 4479 | loss : 3.303822 | tok/sec : 114804.77176725572 | lr : 5.534035e-04 | dt : 4.28s
step : 4480 | loss : 3.228380 | tok/sec : 113380.07870450064 | lr : 5.533792e-04 | dt : 4.34s
step : 4481 | loss : 3.460008 | tok/sec : 112395.9209216492 | lr : 5.533548e-04 | dt : 4.37s
step : 4482 | loss : 3.524363 | tok/sec : 111281.5079817129 | lr : 5.533305e-04 | dt : 4.42s
step : 4483 | loss : 3.429712 | tok/sec : 110572.71708347542 | lr : 5.533062e-04 | dt : 4.45s
step : 4484 | loss : 3.436909 | tok/sec : 109488.63024888618 | lr : 5.532818e-04 | dt : 4.49s
step : 4485 | loss : 3.428126 | tok/sec : 110714.46074622631 | lr : 5.532574e-04 | dt : 4.44s
step : 4486 | loss : 3.372148 | tok/sec : 111247.51974205229 | lr : 5.532331e-04 | dt : 4.42s
step : 4487 | loss : 3.411700 | tok/sec : 103087.84355650569 | lr : 5.532087e-04 | dt : 4.77s
step : 4488 | loss : 3.457106 | tok/sec : 99867.29320661807 | lr : 5.531843e-04 | dt : 4.92s
step : 4489 | loss : 3.477900 | tok/sec : 99136.0347121102 | lr : 5.531600e-04 | dt : 4.96s
step : 4490 | loss : 3.447619 | tok/sec : 99367.83156349504 | lr : 5.531356e-04 | dt : 4.95s
step : 4491 | loss : 3.422357 | tok/sec : 100606.28249830687 | lr : 5.531112e-04 | dt : 4.89s
step : 4492 | loss : 3.468597 | tok/sec : 100718.10573087748 | lr : 5.530868e-04 | dt : 4.88s
step : 4493 | loss : 3.409149 | tok/sec : 99913.83490886864 | lr : 5.530624e-04 | dt : 4.92s
step : 4494 | loss : 3.400892 | tok/sec : 100241.10864320662 | lr : 5.530380e-04 | dt : 4.90s
step : 4495 | loss : 3.394651 | tok/sec : 99640.11173735718 | lr : 5.530136e-04 | dt : 4.93s
